type	source	date	amount	purpose_scrubbed	property_scrubbed	purpose	property	city	state
FEC	Donald J. Trump for President, Inc.	Oct 15, 2016	9013.45	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 15, 2016	9013.45	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	8544.0	Event	Trump Golf Club D.C	FACILITY RENTAL/CATERING SERVICES	TRUMP NATIONAL GOLF CLUB WASHINGTON DC	Potomac Falls	VA
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	8544.0	Event	Trump Golf Club D.C	FACILITY RENTAL/CATERING SERVICES	TRUMP NATIONAL GOLF CLUB WASHINGTON DC	Potomac Falls	VA
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	13431.88	Event	Trump Hotel D.C	FACILITY RENTAL/CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	13431.88	Event	Trump Hotel D.C	FACILITY RENTAL/CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	79043.94	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	79043.94	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	18731.9	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.2859911]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Oct 17, 2016	460.27	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 20, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 25, 2016	216.38	Food	Trump Grill NY	MEETING EXPENSE: MEALS [SB23.231014]	THE TRUMP BAR	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 25, 2016	16142.61	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Oct 25, 2016	10248.0	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 27, 2016	524.7	Lodging	Trump Golf Club Jupiter	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP NATIONAL GOLF CLUB	Jupiter	FL
FEC	Donald J. Trump for President, Inc.	Oct 27, 2016	524.7	Lodging	Trump Golf Club Jupiter	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP NATIONAL GOLF CLUB	Jupiter	FL
FEC	Donald J. Trump for President, Inc.	Oct 27, 2016	1473.4	Lodging	Trump Golf Club Miami	TRAVEL: LODGING [AMEX: SB23.2859911]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Oct 27, 2016	956.08	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 27, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 28, 2016	226.84	Event	Trump Golf Club Miami	FACILITY RENTAL - AMEX [SB23.4102]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Oct 28, 2016	31820.97	Event	Trump Golf Club Miami	FACILITY RENTAL - AMEX [SB23.4102]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Oct 28, 2016	9587.47	Event	Trump Golf Club Miami	FACILITY RENTAL - AMEX [SB23.4102]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	14314.42	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL AND CATERING SERVICES	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	11600.0	Event	Trump Golf Club D.C	FACILITY RENTAL AND CATERING SERVICES	TRUMP NATIONAL GOLF CLUB WASHINGTON DC	Potomac Falls	VA
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	8896.68	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 31, 2016	783842.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Nov 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 2, 2016	683.04	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 2, 2016	9245.93	Lodging	Trump Hotel D.C	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL WASHINGTON	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 2, 2016	4099.2	Lodging	Trump Hotel NY	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 3, 2016	626.99	Lodging	Trump Hotel D.C	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL WASHINGTON	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 3, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Nov 8, 2016	11541.2	Event	Trump Golf Club Miami	FACILITY RENTAL - AMEX [SB23.4102]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Nov 8, 2016	21141.28	Event	Trump Golf Club Miami	FACILITY RENTAL - AMEX [SB23.4102]	TRUMP NATIONAL DORAL MIAMI	Doral	FL
FEC	Donald J. Trump for President, Inc.	Nov 10, 2016	224.53	Lodging	Trump Hotel NY	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 11, 2016	4611.6	Lodging	Trump Hotel NY	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 12, 2016	6990.81	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 14, 2016	12265.61	Lodging	Trump Hotel D.C	TRAVEL: LODGING - AMEX [SB23.4103]	TRUMP INTERNATIONAL HOTEL WASHINGTON	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 17, 2016	1394.62	Lodging	Trump Hotel D.C	TRAVEL: LODGING - AMEX [SB23.4102]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 17, 2016	1029.77	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	6850.44	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL AND CATERING SERVICES	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	24147.4	Event	Trump Golf Club Jupiter	FACILITY RENTAL AND CATERING SERVICES	TRUMP NATIONAL GOLF CLUB	Jupiter	FL
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	11541.2	Event	Trump Golf Club Miami	FACILITY RENTAL AND CATERING SERVICES	TRUMP NATIONAL DORAL	Miami	FL
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	7896.35	Event	Trump Soho NY	FACILITY RENTAL	TRUMP SOHO	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	2459.52	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 22, 2016	4275.0	Lodging	Trump Golf Club Bedminster	TRAVEL: LODGING	TRUMP INTERNATIONAL GOLF CLUB - BEDMINSTER	Bedminster	NJ
FEC	Donald J. Trump for President, Inc.	Nov 23, 2016	18584.97	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	479.91	Food	Trump Golf Club D.C	MEETING EXPENSE: MEALS	TRUMP NATIONAL GOLF CLUB DC	Potomac Falls	VA
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	49276.57	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	139616.0	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	283500.0	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Nov 28, 2016	1271944.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 1, 2016	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 3, 2016	585.65	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 8, 2016	1935.83	Lodging	Trump Golf Club Miami	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP NATIONAL DORAL	Doral	FL
FEC	Donald J. Trump for President, Inc.	Dec 9, 2016	7776.17	Lodging	Trump Golf Club Bedminster	TRAVEL: LODGING	TRUMP INTERNATIONAL GOLF CLUB - BEDMINSTER	Bedminster	NJ
FEC	Donald J. Trump for President, Inc.	Dec 13, 2016	21843.92	Lodging	Trump Hotel Chicago	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL AND TOWER	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Dec 15, 2016	11634.53	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 18, 2016	1785.59	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 19, 2016	1687.32	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 19, 2016	2408.54	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 19, 2016	4404.8	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 20, 2016	3647.35	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 20, 2016	5088.44	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 20, 2016	3792.83	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 20, 2016	790.06	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 20, 2016	1311.6	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 21, 2016	29791.99	Event	Trump Golf Club Bedminster	FACILITY RENTAL & TRAVEL: LODGING	TRUMP NATIONAL GOLD CLUB - BEDMINSTER	Bedminster	NJ
FEC	Donald J. Trump for President, Inc.	Dec 21, 2016	7251.97	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 21, 2016	4660.0	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 21, 2016	130888.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	1974.16	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	3591.51	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	1064.0	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	2520.0	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	3506.92	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 22, 2016	1717.53	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 23, 2016	4376.03	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 23, 2016	4480.0	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Dec 30, 2016	4376.03	Lodging	Trump Golf Club Palm Beach	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL GOLF CLUB	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Jan 2, 2017	395.0	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 2, 2017	452.28	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 3, 2017	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 4, 2017	662.99	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 10, 2017	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 10, 2017	395.03	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 10, 2017	452.28	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 10, 2017	75123.75	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jan 12, 2017	443.87	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230979]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 26, 2017	452.28	Lodging	Trump Hotel D.C	TRAVEL: LODGING [AMEX: SB23.230980]	TRUMP INTERNATIONAL HOTEL WASHINGTON DC	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 30, 2017	395.0	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728518]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 10, 2017	13828.09	Event	Trump Hotel Las Vegas	FACILITY RENTAL/CATERING SERVICES	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Feb 10, 2017	1936.98	Event	Trump Hotel NY	FACILITY RENTAL/CATERING SERVICES	TRUMP INTERNATIONAL HOTEL AND TOWER	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 10, 2017	580.52	Lodging	Trump Hotel Las Vegas	AMEX: TRAVEL: LODGING [SB23.728519]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Feb 15, 2017	452.28	Lodging	Trump Hotel Las Vegas	AMEX: TRAVEL: LODGING [SB23.728519]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Feb 17, 2017	5912.42	Event	Trump Restaurants LLC	FACILITY RENTAL/CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 21, 2017	452.28	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728518]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 21, 2017	-428.53	Other	The Trump Corporation	VOIDED CHECK: SERVICES NOT RENDERED	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 21, 2017	-828.26	Other	Trump Ice LLC	VOIDED CHECK: OVERPAYMENT	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 22, 2017	828.26	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 22, 2017	158996.39	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Feb 24, 2017	1795.63	Event	Trump Restaurants LLC	FACILITY RENTAL/CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 27, 2017	395.0	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728518]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Mar 4, 2017	1356.84	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Mar 9, 2017	313.24	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Mar 13, 2017	940.5	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Mar 13, 2017	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Mar 13, 2017	39892.89	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Mar 15, 2017	828.26	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Mar 16, 2017	-11541.2	Event	Trump Golf Club Miami	AMEX: REFUND: FACILITY RENTAL [SB23.728560]	TRUMP NATIONAL DORAL	Doral	FL
FEC	Donald J. Trump for President, Inc.	Mar 20, 2017	795.78	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 1, 2017	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 1, 2017	39816.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 5, 2017	566.78	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728560]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 5, 2017	1133.56	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 7, 2017	238.55	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 8, 2017	204.6	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728560]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 10, 2017	452.28	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 18, 2017	910.28	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Apr 26, 2017	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 26, 2017	39816.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 3, 2017	1104.86	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.728561]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	May 15, 2017	566.78	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924299]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	May 24, 2017	40816.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 25, 2017	588.21	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924299]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jun 20, 2017	528.32	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924299]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jun 20, 2017	243.66	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924300]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jun 29, 2017	910.28	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924300]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jun 30, 2017	89561.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 1, 2017	4487.36	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924300]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jul 10, 2017	1591.56	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924301]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jul 13, 2017	964.64	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924301]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jul 25, 2017	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 25, 2017	39816.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 27, 2017	452.28	Lodging	Trump Hotel D.C	AMEX: TRAVEL: LODGING [SB23.924301]	TRUMP INTERNATIONAL HOTEL	Washington	DC
